"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"78","watch (action)","go","brush (object)","water (not beverage)","lemme","yucky","watch (object)","help","have","gloves","salt","bathtub","bye","lawn mower","buy","thank you","garbage","zipper","cute","beans","that","time","shower","green","knee","purse","tooth","balloon","tree","ice","him","apple","hide","drop","downtown","stone","hurry","careful","lick","peanut butter","do","zebra","bathroom","bed","sweep","make","sun","bug","carrots","room"
"79","drawer","dryer","gentle","more","milk","person","ball","plate","sofa","lamb","could","tissue","cake","sauce","carrots","strawberry","mouth","too","orange (description)","ride","dinner","refrigerator","pick","face","frog","shower","bad","watch (object)","glasses","lunch","pickle","tv","fireman","walker","beach","police","eat","lamb","coat","alligator","mailman","duck","pretty","day","knock","play dough","morning","pool","juice","other"
"80","telephone","shirt","them","look","boots","police","closet","cracker","walk","motorcycle","play","play dough","french fries","sandwich","watch (action)","hers","turkey","zoo","lawn mower","pants","wolf","sleepy","donut","nails","toast","belt","a","vagina","morning","feed","where (question)","gum","nose","off","belt","build","belt","nose","slipper","sidewalk","brother","throw","toy (object)","broom","water (beverage)","drive","not","sad","pudding","puppy"
"81","bye","asleep","taste","fix","pudding","tickle","friend","knee","game","necklace","now","nails","knife","raisin","bowl","drawer","plate","movie","muffin","couch","ear","chicken (food)","police","goose","penis","stuck","trash","shirt","wash","bench","empty","head","muffin","woods","brother","sandwich","shovel","snack","because","blanket","toe","hat","yum yum","garden","firetruck","bite","water (not beverage)","tree","lion","back (location)"
"82","squirrel","hit","butter","cup","deer","slide (object)","all","slow","fork","yum yum","blue","hair","playground","tree","pick","cold","hug","cloud","sick","tiger","give","swing (action)","bug","drink (action)","muffin","peanut butter","tricycle","share","noodles","scarf","pull","ladder","star","store","uh oh","pillow","this","sauce","tape","spoon","circus","table","bus","coat","tired","crayon","sidewalk","glass","first","sheep"
"83","kitchen","dirty","fireman","child","walk","washing machine","potato chip","uh oh","vitamins","toy (object)","roof","into","dark","alligator","alligator","sky","dump","nap","button","think","kiss","lollipop","french fries","tomorrow","zebra","towel","box","choo choo","moose","woof woof","sister","sneaker","fast","raisin","clown","thirsty","outside","car","diaper","brown","police","plate","cookie","game","hide","put","you","before","blanket","out"
"84","porch","catch","sink","chase","bench","peas","mittens","pants","basement","hurry","penis","napkin","button","dish","box","potato","garage","stay","ride","pickle","donkey","pour","truck","hurry","pudding","close","play","build","mouth","motorcycle","sweep","choo choo","boat","vroom","because","tree","chalk","sheep","chicken (food)","grrr","drop","door","pencil","play pen","car","outside","melon","like","finger","bicycle"
"85","dry (action)","pig","cow","park","sleepy","garden","black","napkin","play pen","sky","brown","go","game","owie","nurse","wish","toothbrush","daddy","cracker","lamb","puppy","zebra","owl","stone","block","stove","grapes","another","peas","bus","windy","raisin","bird","pudding","firetruck","rain","bear","stairs","bye","before","wet (description)","yard","comb (object)","girl","bucket","them","day","puzzle","monkey","pool"
"86","beside","pretzel","play","cloud","jello","pretzel","drop","sun","kiss","money","look","horse","orange (description)","she","water (not beverage)","taste","fall","aunt","jar","cut","kitty","basket","brush (object)","pool","rooster","stick","grrr","cloud","hamburger","ear","time","water (beverage)","moon","car","pajamas","butter","shorts","ankle","garage","trash","butterfly","bubbles","in","gloves","refrigerator","penguin","circus","table","breakfast","red"
"87","teddybear","same","camera","closet","dump","be","scissors","chair","bib","daddy","pool","stove","yucky","chicken (animal)","noodles","salt","write","their","boy","sweep","scissors","house","those","chicken (animal)","lollipop","giraffe","stuck","garden","mittens","baa baa","last","walker","glass","finish","gloves","when (question)","day","dog","sad","dance","push","sweater","tooth","alligator","jump","bathroom","gentle","shirt","potato chip","foot"
"88","in","sandbox","block","wind","gentle","uncle","water (not beverage)","butter","camera","and","pony","fine","eye","box","garden","give","zoo","scarf","crib","turkey","flag","tear","toe","kiss","underpants","tooth","noisy","chicken (animal)","grass","candy","watch (object)","sock","break","stairs","washing machine","day","myself","garbage","arm","head","ankle","game","that","pony","tiny","picture","clown","walk","present","closet"
"89","after","necklace","bird","popsicle","book","shirt","lion","make","a lot","tricycle","cookie","girl","bottle","animal","rooster","cheek","foot","farm","morning","shirt","try","wash","boots","it","hurt (description)","comb (object)","airplane","but","store","skate","good","rooster","gentle","then","movie","donut","snack","light","paper","underpants","go","walker","butt","each","potato","careful","purse","motorcycle","that","swing (action)"
"90","pen","chocolate","break","cake","monkey","full","bat","away","ear","tongue","jeans","trash","water (not beverage)","sneaker","finger","slide (object)","go","book","circus","scarf","egg","sheep","beans","stuck","hot","melon","out","underpants","fall","sandbox","party","rain","stand","jar","gotta","hen","tricycle","noodles","bath","thirsty","vagina","nice","porch","mouth","swing (action)","say","bed","slipper","puppy","fireman"
"91","strawberry","every","nurse","tricycle","water (not beverage)","train","butterfly","towel","sidewalk","cake","tiny","pool","run","flag","blue","sandbox","grass","hafta","soft","tonight","man","eye","chin","cake","day","zoo","because","napkin","knee","pretzel","towel","strawberry","potty","tired","mad","lick","grrr","wolf","myself","apple","wolf","gentle","time","watch (action)","pumpkin","sad","sandwich","police","high","go"
"92","dress (object)","circus","puzzle","man","pillow","give","pick","purse","animal","walk","goose","walk","into","juice","them","monkey","don't","hear","garbage","more","plate","hear","knee","bread","orange (food)","rocking chair","heavy","chicken (food)","closet","pumpkin","cookie","sticky","zipper","bite","quiet","tv","room","old","leg","was","show","mouse","bowl","cracker","bath","store","zoo","above","room","run"
"93","dinner","kitchen","camping","moo","shovel","bed","cookie","cereal","shorts","plate","heavy","train","take","cereal","fireman","egg","game","orange (description)","rooster","vagina","hen","bucket","lips","hat","toothbrush","sister","pajamas","toe","alligator","sandwich","mouth","crib","lick","horse","behind","grass","clown","chicken (animal)","hat","present","bib","grass","butter","hug","donut","sheep","a lot","rocking chair","rock (object)","pour"
"94","do","comb (object)","lamp","naughty","broom","some","pool","police","underpants","star","knife","cheek","bite","wait","helicopter","shopping","call on phone","water (beverage)","scissors","pudding","read","pants","hen","button","slipper","vagina","she","play pen","share","cold","bite","pants","show","ear","dump","shirt","do","raisin","brother","monkey","turkey","story","get","none","sock","jeans","none","cracker","sheep","corn"
"95","we","clown","bad","chin","pencil","pencil","fish (food)","banana","tickle","cup","shirt","uncle","cheerios","need","pajamas","did","park","bath","head","brush (object)","book","puppy","hat","car","glasses","ball","sauce","dish","jeans","ride","cheese","wet (description)","bedroom","sock","pancake","country","person","basement","ball","nice","popcorn","porch","dish","cute","hammer","ankle","farm","why","butt","bed"
"96","zipper","penny","balloon","hers","white","shopping","lips","are","share","breakfast","cheese","cheese","chicken (food)","park","leg","where (question)","bed","coffee","boots","heavy","write","beans","pillow","blanket","scarf","swing (action)","drink (action)","show","play pen","give","climb","turtle","ant","blow","climb","cup","potato chip","soda","rooster","sun","chocolate","pudding","playground","flag","outside","another","make","zipper","story","try"
"97","pudding","dark","lady","picture","yucky","vacuum","slide (object)","bread","wake","orange (food)","drawer","pudding","mailman","ride","closet","like","pig","windy","mittens","porch","bug","pillow","plant","teacher","alligator","nails","hurt (description)","horse","lion","paper","dress (object)","good night","circus","money","mouth","those","nose","shoe","party","child","foot","run","penny","glass","bathroom","deer","stuck","child","good night","sidewalk"
"98","yogurt","medicine","babysitter","bench","were","last","finger","paper","sleep","medicine","these","mailman","time","squirrel","ride","hat","yesterday","stroller","bathtub","trash","wake","rain","movie","chair","tongue","over","camera","play","head","telephone","blanket","napkin","car","water (not beverage)","brush (object)","store","basement","bucket","clean (action)","nails","dirty","elephant","take","skate","fit","scared","butt","stone","hate","present"
"99","cup","strawberry","under","noodles","donkey","finger","uncle","stuck","catch","toothbrush","playground","are","tights","over","grapes","bird","story","catch","garage","bubbles","block","water (not beverage)","stove","clock","closet","potato chip","zipper","fish (animal)","first","knife","give","sister","foot","windy","horse","slow","hair","tickle","mittens","strawberry","monkey","spoon","brown","jeans","put","open (action)","door","their","oven","snack"
"100","motorcycle","where (question)","keys","lion","shirt","water (beverage)","playground","toy (object)","read","snack","finish","circus","helicopter","fine","plate","leg","here","cat","talk","chalk","nap","yard","sad","shoe","look","tricycle","back (location)","tray","kick","spill","paint (action)","donut","farm","carry","sister","fish (food)","candy","hug","bat","sled","daddy","donkey","arm","child","ear","good night","bottle","fit","eat","teddybear"
"101","pour","applesauce","dump","bowl","horse","rocking chair","bib","oven","zoo","help","pretend","chicken (animal)","moon","bench","hide","potato chip","face","airplane","brother","cereal","tiger","woof woof","quack quack","glasses","boy","window","penny","gloves","boat","tissue","these","lawn mower","medicine","corn","owl","cereal","say","close","us","black","tractor","soup","bucket","tricycle","shirt","stove","alligator","gas station","sled","she"
"102","long","helicopter","wake","choo choo","thirsty","cheek","watch (action)","call on phone","juice","kiss","tuna","tonight","hurt (description)","blow","arm","cup","candy","drawer","on","lawn mower","time","donkey","doctor","mop","long","better","hose","lollipop","duck","cat","before","smile","bib","tummy","when (question)","playground","yard","house","bread","house","fireman","food","donkey","rip","boy","shoulder","child","sleepy","bathtub","boat"
